"subj_idx","gender","year","rt","key_press","paired_colors","ismatch","acc","TaskRelevance","Identity"
20,1,24,677,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,639,"f","red",1,1,"TaskRelevant","self"
20,1,24,797,"f","red",0,0,"TaskRelevant","self"
20,1,24,787,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,777,"f","red",1,1,"TaskRelevant","self"
20,1,24,903,"j","blue",1,0,"TaskRelevant","friend"
20,1,24,897,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,764,"j","red",0,1,"TaskRelevant","self"
20,1,24,1131,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,737,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,635,"j","red",0,1,"TaskRelevant","self"
20,1,24,591,"j","red",0,1,"TaskRelevant","self"
20,1,24,860,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,859,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,655,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,819,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,653,"j","red",0,1,"TaskRelevant","self"
20,1,24,685,"j","red",0,1,"TaskRelevant","self"
20,1,24,622,"j","red",0,1,"TaskRelevant","self"
20,1,24,792,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,784,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,660,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,652,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,880,"f","red",1,1,"TaskRelevant","self"
20,1,24,724,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,701,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,937,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,653,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,713,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,810,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,740,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,809,"j","red",0,1,"TaskRelevant","self"
20,1,24,775,"f","red",1,1,"TaskRelevant","self"
20,1,24,698,"f","red",1,1,"TaskRelevant","self"
20,1,24,724,"j","red",0,1,"TaskRelevant","self"
20,1,24,860,"f","blue",0,0,"TaskRelevant","friend"
20,1,24,635,"f","red",1,1,"TaskRelevant","self"
20,1,24,747,"f","red",1,1,"TaskRelevant","self"
20,1,24,794,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,789,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,638,"f","red",1,1,"TaskRelevant","self"
20,1,24,722,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,886,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,679,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,602,"f","blue",0,0,"TaskRelevant","friend"
20,1,24,819,"f","green",0,0,"TaskRelevant","stranger"
20,1,24,811,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,703,"j","blue",1,0,"TaskRelevant","friend"
20,1,24,681,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,621,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,656,"f","red",1,1,"TaskRelevant","self"
20,1,24,692,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,748,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,780,"j","red",0,1,"TaskRelevant","self"
20,1,24,690,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,569,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,662,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,790,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,665,"f","red",1,1,"TaskRelevant","self"
20,1,24,798,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,633,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,727,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,853,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,853,"j","red",0,1,"TaskRelevant","self"
20,1,24,601,"f","red",1,1,"TaskRelevant","self"
20,1,24,649,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,898,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,634,"f","red",1,1,"TaskRelevant","self"
20,1,24,688,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,850,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,642,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,757,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,871,"j","blue",1,0,"TaskRelevant","friend"
20,1,24,639,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,623,"f","red",1,1,"TaskRelevant","self"
20,1,24,682,"j","red",0,1,"TaskRelevant","self"
20,1,24,893,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,668,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,614,"f","blue",0,0,"TaskRelevant","friend"
20,1,24,679,"f","red",1,1,"TaskRelevant","self"
20,1,24,665,"j","red",0,1,"TaskRelevant","self"
20,1,24,607,"j","red",0,1,"TaskRelevant","self"
20,1,24,588,"j","red",0,1,"TaskRelevant","self"
20,1,24,661,"j","red",0,1,"TaskRelevant","self"
20,1,24,587,"j","red",1,0,"TaskRelevant","self"
20,1,24,791,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,649,"f","red",1,1,"TaskRelevant","self"
20,1,24,644,"f","red",1,1,"TaskRelevant","self"
20,1,24,731,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,768,"j","red",0,1,"TaskRelevant","self"
20,1,24,731,"j","blue",1,0,"TaskRelevant","friend"
20,1,24,751,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,641,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,674,"f","red",1,1,"TaskRelevant","self"
20,1,24,738,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,684,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,751,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,758,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,672,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,935,"j","red",0,1,"TaskRelevant","self"
20,1,24,697,"f","red",1,1,"TaskRelevant","self"
20,1,24,862,"j","red",0,1,"TaskRelevant","self"
20,1,24,599,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,722,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,703,"j","red",0,1,"TaskRelevant","self"
20,1,24,753,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,861,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,892,"j","red",0,1,"TaskRelevant","self"
20,1,24,803,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,712,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,813,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,685,"f","blue",0,0,"TaskRelevant","friend"
20,1,24,655,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,750,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,670,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,682,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,861,"f","red",1,1,"TaskRelevant","self"
20,1,24,605,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,656,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,708,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,676,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,764,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,652,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,654,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,649,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,579,"j","red",0,1,"TaskRelevant","self"
20,1,24,633,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,626,"f","red",1,1,"TaskRelevant","self"
20,1,24,722,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,713,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,665,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,991,"f","red",1,1,"TaskRelevant","self"
20,1,24,625,"j","red",0,1,"TaskRelevant","self"
20,1,24,819,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,738,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,712,"f","blue",0,0,"TaskRelevant","friend"
20,1,24,671,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,719,"j","red",0,1,"TaskRelevant","self"
20,1,24,722,"f","red",1,1,"TaskRelevant","self"
20,1,24,640,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,646,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,845,"j","blue",1,0,"TaskRelevant","friend"
20,1,24,783,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,679,"j","red",0,1,"TaskRelevant","self"
20,1,24,739,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,709,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,834,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,672,"j","blue",1,0,"TaskRelevant","friend"
20,1,24,850,"f","red",1,1,"TaskRelevant","self"
20,1,24,834,"f","red",1,1,"TaskRelevant","self"
20,1,24,626,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,666,"j","red",0,1,"TaskRelevant","self"
20,1,24,749,"j","red",0,1,"TaskRelevant","self"
20,1,24,939,"f","red",1,1,"TaskRelevant","self"
20,1,24,1322,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,550,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,564,"j","red",1,0,"TaskRelevant","self"
20,1,24,577,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,704,"j","red",0,1,"TaskRelevant","self"
20,1,24,649,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,632,"f","red",1,1,"TaskRelevant","self"
20,1,24,606,"f","red",0,0,"TaskRelevant","self"
20,1,24,533,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,709,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,836,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,644,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,613,"f","red",1,1,"TaskRelevant","self"
20,1,24,654,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,935,"j","red",0,1,"TaskRelevant","self"
20,1,24,703,"j","red",0,1,"TaskRelevant","self"
20,1,24,842,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,894,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,774,"j","red",0,1,"TaskRelevant","self"
20,1,24,680,"f","red",1,1,"TaskRelevant","self"
20,1,24,711,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,726,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,672,"f","red",1,1,"TaskRelevant","self"
20,1,24,645,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,736,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,654,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,622,"f","blue",0,0,"TaskRelevant","friend"
20,1,24,675,"j","red",0,1,"TaskRelevant","self"
20,1,24,705,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,705,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,774,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,689,"f","red",1,1,"TaskRelevant","self"
20,1,24,802,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,696,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,726,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,643,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,706,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,613,"f","red",1,1,"TaskRelevant","self"
20,1,24,721,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,633,"f","red",1,1,"TaskRelevant","self"
20,1,24,631,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,635,"f","red",1,1,"TaskRelevant","self"
20,1,24,637,"j","red",0,1,"TaskRelevant","self"
20,1,24,702,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,716,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,925,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,663,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,625,"f","red",1,1,"TaskRelevant","self"
20,1,24,642,"j","red",0,1,"TaskRelevant","self"
20,1,24,924,"f","red",0,0,"TaskRelevant","self"
20,1,24,730,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,737,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,711,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,618,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,554,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,622,"j","red",1,0,"TaskRelevant","self"
20,1,24,777,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,698,"j","red",0,1,"TaskRelevant","self"
20,1,24,741,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,724,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,789,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,669,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,718,"j","red",0,1,"TaskRelevant","self"
20,1,24,723,"j","red",1,0,"TaskRelevant","self"
20,1,24,576,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,606,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,640,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,770,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,648,"j","red",0,1,"TaskRelevant","self"
20,1,24,692,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,802,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,742,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,646,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,665,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,764,"f","red",1,1,"TaskRelevant","self"
20,1,24,675,"j","red",0,1,"TaskRelevant","self"
20,1,24,585,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,677,"j","red",0,1,"TaskRelevant","self"
20,1,24,606,"j","red",1,0,"TaskRelevant","self"
20,1,24,894,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,699,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,745,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,706,"j","red",0,1,"TaskRelevant","self"
20,1,24,734,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,837,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,NA,"null","green",1,0,"TaskRelevant","stranger"
20,1,24,NA,"null","blue",1,0,"TaskRelevant","friend"
20,1,24,383,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,650,"j","red",1,0,"TaskRelevant","self"
20,1,24,585,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,716,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,1026,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,702,"f","red",1,1,"TaskRelevant","self"
20,1,24,752,"j","red",1,0,"TaskRelevant","self"
20,1,24,820,"f","blue",0,0,"TaskRelevant","friend"
20,1,24,612,"j","red",0,1,"TaskRelevant","self"
20,1,24,743,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,764,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,743,"j","red",0,1,"TaskRelevant","self"
20,1,24,775,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,913,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,763,"f","red",1,1,"TaskRelevant","self"
20,1,24,692,"j","red",0,1,"TaskRelevant","self"
20,1,24,900,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,844,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,687,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,620,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,642,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,624,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,772,"j","blue",1,0,"TaskRelevant","friend"
20,1,24,806,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,637,"f","red",1,1,"TaskRelevant","self"
20,1,24,617,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,622,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,687,"j","red",0,1,"TaskRelevant","self"
20,1,24,685,"f","red",1,1,"TaskRelevant","self"
20,1,24,658,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,680,"f","red",1,1,"TaskRelevant","self"
20,1,24,620,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,678,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,605,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,736,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,688,"f","red",1,1,"TaskRelevant","self"
20,1,24,712,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,699,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,940,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,690,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,633,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,593,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,650,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,649,"f","red",1,1,"TaskRelevant","self"
20,1,24,661,"j","red",0,1,"TaskRelevant","self"
20,1,24,800,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,645,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,660,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,514,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,581,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,768,"j","red",0,1,"TaskRelevant","self"
20,1,24,600,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,629,"j","red",0,1,"TaskRelevant","self"
20,1,24,579,"f","red",1,1,"TaskRelevant","self"
20,1,24,680,"j","red",0,1,"TaskRelevant","self"
20,1,24,581,"j","red",0,1,"TaskRelevant","self"
20,1,24,769,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,602,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,629,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,706,"f","red",1,1,"TaskRelevant","self"
20,1,24,616,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,642,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,586,"j","red",0,1,"TaskRelevant","self"
20,1,24,632,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,700,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,648,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,650,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,635,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,655,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,635,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,796,"j","blue",1,0,"TaskRelevant","friend"
20,1,24,639,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,624,"f","red",1,1,"TaskRelevant","self"
20,1,24,602,"j","red",0,1,"TaskRelevant","self"
20,1,24,716,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,645,"f","red",1,1,"TaskRelevant","self"
20,1,24,704,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,655,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,694,"j","red",0,1,"TaskRelevant","self"
20,1,24,874,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,805,"j","red",0,1,"TaskRelevant","self"
20,1,24,633,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,677,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,605,"f","red",1,1,"TaskRelevant","self"
20,1,24,770,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,635,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,753,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,571,"j","red",0,1,"TaskRelevant","self"
20,1,24,604,"j","red",1,0,"TaskRelevant","self"
20,1,24,631,"f","red",1,1,"TaskRelevant","self"
20,1,24,531,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,676,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,639,"j","red",0,1,"TaskRelevant","self"
20,1,24,674,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,592,"j","red",0,1,"TaskRelevant","self"
20,1,24,751,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,722,"f","red",1,1,"TaskRelevant","self"
20,1,24,575,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,600,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,653,"f","red",1,1,"TaskRelevant","self"
20,1,24,652,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,618,"j","green",1,0,"TaskRelevant","stranger"
20,1,24,629,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,780,"j","blue",1,0,"TaskRelevant","friend"
20,1,24,538,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,564,"f","blue",0,0,"TaskRelevant","friend"
20,1,24,823,"f","red",1,1,"TaskRelevant","self"
20,1,24,701,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,853,"f","red",0,0,"TaskRelevant","self"
20,1,24,667,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,734,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,761,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,580,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,662,"f","red",1,1,"TaskRelevant","self"
20,1,24,728,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,687,"f","green",1,1,"TaskRelevant","stranger"
20,1,24,884,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,628,"f","red",1,1,"TaskRelevant","self"
20,1,24,634,"f","red",1,1,"TaskRelevant","self"
20,1,24,637,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,689,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,707,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,639,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,676,"j","red",0,1,"TaskRelevant","self"
20,1,24,750,"j","red",0,1,"TaskRelevant","self"
20,1,24,892,"j","blue",0,1,"TaskRelevant","friend"
20,1,24,736,"f","blue",1,1,"TaskRelevant","friend"
20,1,24,660,"j","green",0,1,"TaskRelevant","stranger"
20,1,24,721,"j","red",0,1,"TaskRelevant","self"
20,1,24,591,"j","red",0,1,"TaskRelevant","self"
20,1,24,NA,"null","blue",0,0,"TaskIrrelevant","friend"
20,1,24,307,"j","blue",0,1,"TaskIrrelevant","friend"
20,1,24,656,"f","blue",1,1,"TaskIrrelevant","friend"
20,1,24,673,"j","green",1,0,"TaskIrrelevant","stranger"
20,1,24,774,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,676,"j","red",0,1,"TaskIrrelevant","self"
20,1,24,693,"f","red",1,1,"TaskIrrelevant","self"
20,1,24,709,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,537,"j","red",0,1,"TaskIrrelevant","self"
20,1,24,832,"f","red",1,1,"TaskIrrelevant","self"
20,1,24,677,"f","blue",1,1,"TaskIrrelevant","friend"
20,1,24,729,"j","green",1,0,"TaskIrrelevant","stranger"
20,1,24,948,"f","red",1,1,"TaskIrrelevant","self"
20,1,24,526,"j","green",1,0,"TaskIrrelevant","stranger"
20,1,24,686,"f","green",1,1,"TaskIrrelevant","stranger"
20,1,24,741,"j","red",0,1,"TaskIrrelevant","self"
20,1,24,632,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,817,"j","blue",0,1,"TaskIrrelevant","friend"
20,1,24,647,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,732,"f","red",1,1,"TaskIrrelevant","self"
20,1,24,528,"f","blue",1,1,"TaskIrrelevant","friend"
20,1,24,508,"j","red",0,1,"TaskIrrelevant","self"
20,1,24,674,"j","blue",0,1,"TaskIrrelevant","friend"
20,1,24,767,"f","blue",1,1,"TaskIrrelevant","friend"
20,1,24,928,"f","red",1,1,"TaskIrrelevant","self"
20,1,24,415,"f","green",1,1,"TaskIrrelevant","stranger"
20,1,24,643,"f","blue",1,1,"TaskIrrelevant","friend"
20,1,24,662,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,670,"j","red",0,1,"TaskIrrelevant","self"
20,1,24,804,"j","blue",0,1,"TaskIrrelevant","friend"
20,1,24,911,"j","red",0,1,"TaskIrrelevant","self"
20,1,24,781,"j","blue",0,1,"TaskIrrelevant","friend"
20,1,24,737,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,848,"f","red",1,1,"TaskIrrelevant","self"
20,1,24,688,"f","green",1,1,"TaskIrrelevant","stranger"
20,1,24,401,"f","blue",1,1,"TaskIrrelevant","friend"
20,1,24,544,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,636,"f","blue",1,1,"TaskIrrelevant","friend"
20,1,24,665,"j","red",0,1,"TaskIrrelevant","self"
20,1,24,811,"f","blue",1,1,"TaskIrrelevant","friend"
20,1,24,693,"f","red",1,1,"TaskIrrelevant","self"
20,1,24,660,"j","red",0,1,"TaskIrrelevant","self"
20,1,24,763,"j","blue",0,1,"TaskIrrelevant","friend"
20,1,24,673,"f","green",1,1,"TaskIrrelevant","stranger"
20,1,24,571,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,559,"j","green",1,0,"TaskIrrelevant","stranger"
20,1,24,627,"f","red",1,1,"TaskIrrelevant","self"
20,1,24,643,"j","blue",0,1,"TaskIrrelevant","friend"
20,1,24,751,"f","red",1,1,"TaskIrrelevant","self"
20,1,24,646,"j","green",1,0,"TaskIrrelevant","stranger"
20,1,24,593,"j","red",0,1,"TaskIrrelevant","self"
20,1,24,486,"f","blue",1,1,"TaskIrrelevant","friend"
20,1,24,614,"f","green",1,1,"TaskIrrelevant","stranger"
20,1,24,527,"f","red",1,1,"TaskIrrelevant","self"
20,1,24,653,"f","blue",1,1,"TaskIrrelevant","friend"
20,1,24,527,"f","red",0,0,"TaskIrrelevant","self"
20,1,24,742,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,774,"j","blue",0,1,"TaskIrrelevant","friend"
20,1,24,799,"j","blue",0,1,"TaskIrrelevant","friend"
20,1,24,570,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,668,"f","blue",1,1,"TaskIrrelevant","friend"
20,1,24,626,"f","red",1,1,"TaskIrrelevant","self"
20,1,24,723,"j","red",0,1,"TaskIrrelevant","self"
20,1,24,644,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,536,"j","red",0,1,"TaskIrrelevant","self"
20,1,24,902,"f","green",1,1,"TaskIrrelevant","stranger"
20,1,24,852,"j","blue",0,1,"TaskIrrelevant","friend"
20,1,24,773,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,766,"f","blue",1,1,"TaskIrrelevant","friend"
20,1,24,600,"j","blue",0,1,"TaskIrrelevant","friend"
20,1,24,688,"f","green",1,1,"TaskIrrelevant","stranger"
20,1,24,743,"j","red",1,0,"TaskIrrelevant","self"
20,1,24,693,"j","blue",0,1,"TaskIrrelevant","friend"
20,1,24,619,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,652,"f","green",1,1,"TaskIrrelevant","stranger"
20,1,24,643,"j","red",0,1,"TaskIrrelevant","self"
20,1,24,537,"j","red",0,1,"TaskIrrelevant","self"
20,1,24,615,"f","green",1,1,"TaskIrrelevant","stranger"
20,1,24,581,"f","red",1,1,"TaskIrrelevant","self"
20,1,24,635,"j","blue",0,1,"TaskIrrelevant","friend"
20,1,24,649,"j","green",0,1,"TaskIrrelevant","stranger"
20,1,24,662,"f","blue",1,1,"TaskIrrelevant","friend"
20,1,24,626,"j","red",1,0,"TaskIrrelevant","self"
